# tracer: function
#
# entries-in-buffer/entries-written: 9051/50520961   #P:8
#
#                                _-----=> irqs-off/BH-disabled
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| / _-=> migrate-disable
#                              |||| /     delay
#           TASK-PID     CPU#  |||||  TIMESTAMP  FUNCTION
#              | |         |   |||||     |         |
            nano-11521   [005] ...1. 13597.757089: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757090: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757091: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757092: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757093: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.757094: release_pages <-tlb_batch_pages_flush
            nano-11521   [005] ...1. 13597.757094: folio_lruvec_lock_irqsave <-release_pages
            nano-11521   [005] ...1. 13597.757094: _raw_spin_lock_irqsave <-folio_lruvec_lock_irqsave
            nano-11521   [005] d..2. 13597.757094: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757094: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757094: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757094: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757094: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757094: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757094: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757094: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757094: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757095: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757095: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757095: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757095: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757095: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757095: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757095: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757095: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757095: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757095: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757095: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757095: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757095: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757095: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757095: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757095: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757096: _raw_spin_unlock_irqrestore <-release_pages
            nano-11521   [005] ...1. 13597.757096: folio_lruvec_lock_irqsave <-release_pages
            nano-11521   [005] ...1. 13597.757096: _raw_spin_lock_irqsave <-folio_lruvec_lock_irqsave
            nano-11521   [005] d..2. 13597.757096: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757096: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757096: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757096: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757096: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757096: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757096: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757096: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757096: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757096: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757097: _raw_spin_unlock_irqrestore <-release_pages
            nano-11521   [005] ...1. 13597.757097: folio_lruvec_lock_irqsave <-release_pages
            nano-11521   [005] ...1. 13597.757097: _raw_spin_lock_irqsave <-folio_lruvec_lock_irqsave
            nano-11521   [005] d..2. 13597.757097: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757097: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757097: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757097: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757097: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757097: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757097: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757097: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757097: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757097: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757097: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757097: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757097: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757097: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757098: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757098: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757098: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757098: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757098: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757098: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757098: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757098: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757098: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757098: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757098: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757098: _raw_spin_unlock_irqrestore <-release_pages
            nano-11521   [005] ...1. 13597.757099: folio_lruvec_lock_irqsave <-release_pages
            nano-11521   [005] ...1. 13597.757099: _raw_spin_lock_irqsave <-folio_lruvec_lock_irqsave
            nano-11521   [005] d..2. 13597.757099: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757099: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757099: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757099: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757099: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757099: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757099: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757099: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757099: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757099: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757099: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757099: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757099: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757099: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757099: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757099: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757100: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757100: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757100: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757100: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757100: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757100: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757100: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757100: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757101: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757101: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757101: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757101: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757101: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757101: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757101: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757101: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757102: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757102: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757102: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757102: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757102: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757102: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757102: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757102: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757102: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757103: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757103: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757103: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757103: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757103: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757103: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757103: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757104: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757104: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757104: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757104: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757104: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757104: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757104: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757104: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757104: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757105: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757105: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757105: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757105: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757105: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757105: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757105: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757105: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757106: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757106: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757106: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757106: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757106: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757106: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757106: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.757106: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.757107: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.757107: cgroup_rstat_updated <-__mod_memcg_lruvec_state
